1	3.749543
10	3.180723
100	2.6538463
101	3.3727272
102	2.7363636
103	3.6555023
104	3.6977143
105	3.1302083
106	4.0978723
107	3.3522315
108	3.1673152
109	2.6770642
11	3.030303
110	3.033812
111	3.0828824
112	3.004184
113	3.88514
114	3.3668225
115	3.5390391
116	3.5390763
117	3.4617736
118	3.4329522
119	2.6979167
12	3.4175825
120	2.4247787
121	3.6161616
122	2.9118865
123	2.8333333
124	2.2662723
125	3.3707345
126	3.201858
127	2.6303916
128	3.2158272
129	2.148148
13	4.552
130	2.2325583
131	2.6950355
132	3.0746987
133	3.7378073
134	2.131313
135	4.138021
136	2.975
137	2.3921568
138	3.942234
139	2.5104167
14	3.0254238
140	2.5294118
141	2.9761906
142	2.809816
143	3.8530316
144	3.200692
145	3.0747254
146	2.420765
147	2.167939
148	3.3049474
149	3.016129
15	3.286207
150	2.883019
151	1.9545455
152	3.9340756
153	2.7476635
154	2.943038
155	3.5969388
156	3.4951706
157	3.3787234
158	2.657754
159	3.932927
16	3.098555
160	3.0077865
161	3.853621
162	2.9599156
163	2.3782384
164	2.6273005
165	3.9169574
166	3.5563328
167	4.0922303
168	3.2424242
169	3.3880596
17	2.9032075
170	3.1813953
171	3.742488
172	3.127329
173	3.5389087
174	3.3193717
175	4.0038476
176	3.2666667
177	2.680498
178	3.3728638
179	2.458042
18	3.7843685
180	3.833747
181	2.6000562
182	3.0811965
183	3.01227
184	3.3383458
185	3.0574663
186	3.378007
187	3.01217
188	2.7618673
189	3.3464668
19	3.3246753
190	2.0961537
191	3.932202
192	3.2
193	2.9752066
194	3.134675
195	3.2972972
196	3.4675324
197	3.478932
198	3.0824742
199	3.893182
2	3.5586207
20	3.1465516
200	3.007752
201	3.4174008
202	3.104712
203	3.15625
204	2.7086957
205	3.3021443
206	3.8585765
207	2.860465
208	3.3588343
209	4.160759
21	3.4633029
210	3.151383
211	3.5550458
212	2.7786517
213	3.4709938
214	2.919355
215	4.0625753
216	3.2182124
217	2.9529412
218	3.2260869
219	2.6036036
22	2.2463055
220	3.2579186
221	3.4347825
222	2.6060605
223	4.2111917
224	3.8314917
225	2.733739
226	2.4444444
227	3.4172933
228	2.831579
229	3.8312883
23	3.5560975
230	3.0952382
231	2.9427083
232	3.1826768
233	3.2416267
234	2.969072
235	3.0248868
236	2.32
237	3.3994253
238	3.6783726
239	3.7680366
24	2.9939985
240	3.9484954
241	4.157901
242	3.9111578
243	3.0252101
244	3.8666666
245	2.7802198
246	3.1160092
247	3.0321593
248	3.6333387
249	3.1827412
25	3.970174
250	3.4385512
251	3.8803988
252	3.3904538
253	4.0679207
254	2.0421052
255	3.1423898
256	3.4407208
257	3.9115765
258	2.9512196
259	3.2203197
26	2.7937212
260	3.1560977
261	3.690114
262	3.71037
263	3.9844444
264	2.8880596
265	3.25
266	3.0555556
267	3.686747
268	3.7114518
269	3.756277
27	3.5274725
270	4.289369
271	3.1046026
272	2.919355
273	3.3624754
274	2.7674417
275	3.6334057
276	2.078261
277	3.44586
278	2.1445782
279	3.1696064
28	3.823254
280	3.3525047
281	3.7550514
282	3.6666667
283	3.7065558
284	2.257732
285	3.3265991
286	2.9162304
287	3.572
288	3.5470383
289	2.3347688
29	3.5984704
290	3.5844998
291	2.2222223
292	3.857678
293	3.759804
294	3.1515152
295	3.3146715
296	2.913793
297	2.8788342
298	3.101099
299	3.7066438
3	3.641153
30	3.761842
300	2.455357
301	2.6057143
302	2.817975
303	3.088889
304	3.7683105
305	3.624415
306	3.0558376
307	3.4754097
308	2.78
309	3.0750551
31	3.0542986
310	3.3617978
311	3.5778942
312	3.710127
313	3.689346
314	3.414397
315	3.293578
316	4.3019843
317	3.0
318	2.336842
319	3.0252101
32	4.071737
320	2.814516
321	2.7222223
322	2.5890868
323	2.4199438
324	3.061381
325	4.195361
326	3.290909
327	3.1853933
328	2.898477
329	3.587858
33	4.16865
330	3.460944
331	3.6220238
332	2.2550335
333	3.7862597
334	3.5576427
335	2.1812081
336	3.1708543
337	2.9729612
338	3.8894436
339	3.78481
34	2.7129629
340	2.9382021
341	3.0510204
342	3.7032402
343	3.173913
344	3.6970046
345	4.1113772
346	3.0515463
347	2.4351852
348	3.4052908
349	2.4682677
35	3.1454113
350	3.7958298
351	2.9379845
352	2.5630252
353	3.2548387
354	2.2816901
355	2.0
356	3.068984
357	3.512378
358	3.5388963
359	4.154367
36	3.0202343
360	2.3939936
361	3.63578
37	3.9893239
38	2.0511222
39	2.43617
4	2.7394366
40	2.9205704
41	1.6344086
42	2.328125
43	2.5714285
44	3.6840372
45	2.9686904
46	3.806496
47	3.266383
48	3.710944
49	3.6666667
5	3.9192982
50	3.027439
51	3.5666666
52	3.7571402
53	1.6754386
54	2.9874213
55	3.024522
56	3.6486633
57	3.6785514
58	3.612008
59	2.7892158
6	3.0843964
60	2.1491525
61	2.952381
62	3.6241379
63	3.25
64	2.4210527
65	2.3294573
66	2.2951808
67	2.5570934
68	4.142599
69	3.2931035
7	2.1290324
70	2.7317784
71	3.7700193
72	3.1452515
73	3.8915663
74	3.185567
75	2.5707762
76	4.090386
77	2.8527725
78	2.9416494
79	3.7653813
8	3.1898055
80	2.7992702
81	3.4395516
82	3.0420167
83	3.7293313
84	3.2212937
85	4.2518797
86	1.9545455
87	2.8119657
88	3.8353784
89	2.691344
9	2.6210527
90	3.496
91	3.8959436
92	3.5652175
93	2.689655
94	3.6842105
95	2.5828876
96	3.3688524
97	3.8718283
98	3.9153845
99	2.420635
