1	1.0669433
10	1.1316319
100	1.1748092
101	1.189797
102	1.2186235
103	1.3398504
104	1.003452
105	1.0097046
106	1.042194
107	1.3046929
108	0.94906414
109	0.9946296
11	1.1005461
110	0.9480463
111	0.9919582
12	1.05767
13	0.6627939
14	1.1822261
15	1.1615154
16	0.98672205
17	1.0122577
18	0.9462869
19	1.0709345
2	1.2750974
20	1.2265335
21	1.0004725
22	1.0866065
23	1.1418241
24	1.061484
25	1.0261414
26	1.0885817
27	1.2225665
28	0.9722519
29	1.1024735
3	0.9771048
30	0.93847066
31	1.2997539
32	1.1661911
33	1.1527587
34	1.2623532
35	1.1273279
36	1.1060001
37	0.9747116
38	1.152307
39	1.1351128
4	1.2983172
40	1.0640408
41	0.78678507
42	0.9446343
43	1.2788177
44	0.9696617
45	0.9631317
46	1.0429453
47	1.0906235
48	1.0645863
49	1.2541418
5	1.2918706
50	0.9764811
51	1.3747723
52	0.943779
53	0.903168
54	1.033936
55	1.0852149
56	0.99088657
57	1.0351677
58	0.95223504
59	1.0570415
6	1.2896296
60	1.0821155
61	1.2741995
62	0.99659824
63	0.99044347
64	1.1569377
65	1.129238
66	1.1100203
67	1.1056759
68	1.1702738
69	1.456361
7	1.0698786
70	1.0843749
71	0.9875688
72	1.3164694
73	1.0074809
74	0.99046785
75	1.0150759
76	1.1435304
77	1.1260756
78	1.1379623
79	0.9620241
8	1.314466
80	1.0072005
81	0.9970667
82	0.9735575
83	0.861297
84	1.0934294
85	0.9658135
86	1.086164
87	1.1689103
88	1.1672484
89	1.0409385
9	1.241213
90	1.0009923
91	1.1914289
92	1.4650481
93	1.0807658
94	1.167161
95	1.1697268
96	1.0879431
97	0.9004414
98	0.9847654
99	1.049211
